user_id,registration_date,country,city,age,traffic_source,device,is_active
982,2026-02-04,Russia,Kazan,25,social_media,tablet,1
983,2026-02-18,Russia,Rostov-on-Don,40,ads,mobile,1
984,2026-03-10,Russia,Kazan,49,search,desktop,1
985,2026-03-03,Russia,Novosibirsk,35,ads,mobile,0
986,2026-03-01,Russia,Saint Petersburg,55,search,tablet,1
987,2026-02-19,Russia,Kazan,29,ads,desktop,1
988,2026-03-19,Russia,Saint Petersburg,32,search,tablet,1
989,2026-03-16,Russia,Rostov-on-Don,45,search,mobile,1
990,2026-01-09,Russia,Saint Petersburg,55,search,mobile,1
991,2026-02-03,Russia,Kazan,48,ads,mobile,1
992,2026-03-17,Russia,Kazan,26,search,desktop,0
993,2026-02-04,Russia,Moscow,25,social_media,desktop,1
994,2026-01-01,Russia,Kazan,36,search,mobile,1
995,2026-02-09,Russia,Saint Petersburg,25,social_media,mobile,1
996,2026-03-05,Russia,Moscow,51,search,mobile,1
997,2026-01-22,Russia,Kazan,21,search,desktop,1
998,2026-03-01,Kazakhstan,Shymkent,48,search,mobile,1
999,2026-03-05,Russia,Rostov-on-Don,55,referral,desktop,1
1000,2026-03-13,Russia,Moscow,20,ads,mobile,1
1001,2026-01-11,Russia,Rostov-on-Don,52,ads,mobile,1
1002,2026-01-14,Kazakhstan,Almaty,36,social_media,tablet,1
1003,2026-03-01,Belarus,Minsk,46,referral,mobile,1
1004,2026-01-30,Russia,Novosibirsk,27,referral,mobile,1
1005,2026-02-04,Russia,Rostov-on-Don,29,search,mobile,1
1006,2026-03-26,Belarus,Gomel,47,search,mobile,1
1007,2026-02-06,Russia,Saint Petersburg,47,social_media,desktop,1
1008,2026-01-05,Russia,Kazan,35,search,mobile,1
1009,2026-03-24,Russia,Novosibirsk,41,social_media,desktop,1
1010,2026-03-19,Russia,Rostov-on-Don,49,email,mobile,1
1011,2026-01-26,Belarus,Brest,26,social_media,desktop,1
1012,2026-03-03,Armenia,Yerevan,41,search,desktop,1
1013,2026-01-04,Kazakhstan,Almaty,43,search,tablet,0
1014,2026-03-30,Russia,Kazan,20,social_media,tablet,1
1015,2026-02-11,Belarus,Gomel,40,search,mobile,1
1016,2026-03-30,Russia,Kazan,28,search,mobile,1
1017,2026-01-18,Russia,Kazan,27,ads,desktop,1
1018,2026-02-09,Belarus,Minsk,53,ads,mobile,1
1019,2026-03-13,Russia,Moscow,30,search,mobile,0
1020,2026-02-08,Russia,Rostov-on-Don,46,email,mobile,0
1021,2026-01-14,Russia,Kazan,55,ads,mobile,1
1022,2026-02-01,Belarus,Brest,30,search,mobile,1
1023,2026-02-20,Russia,Saint Petersburg,43,ads,mobile,1
1024,2026-02-07,Russia,Moscow,37,ads,mobile,1
1025,2026-01-23,Russia,Saint Petersburg,22,referral,desktop,1
1026,2026-03-04,Kazakhstan,Almaty,37,email,mobile,1
1027,2026-01-15,Kazakhstan,Astana,31,ads,tablet,1
1028,2026-01-25,Russia,Moscow,31,social_media,mobile,1
1029,2026-01-17,Russia,Novosibirsk,25,ads,desktop,1
1030,2026-03-07,Russia,Kazan,30,referral,mobile,1
1031,2026-03-19,Armenia,Gyumri,41,ads,mobile,1
1032,2026-02-22,Russia,Saint Petersburg,32,ads,mobile,1
1033,2026-02-20,Belarus,Minsk,18,search,mobile,1
1034,2026-02-08,Russia,Saint Petersburg,39,email,desktop,1
1035,2026-02-20,Kazakhstan,Shymkent,51,ads,desktop,1
1036,2026-03-11,Kazakhstan,Shymkent,20,social_media,mobile,1
1037,2026-01-06,Russia,Kazan,43,ads,mobile,1
1038,2026-03-08,Armenia,Yerevan,31,referral,mobile,1
1039,2026-01-07,Russia,Rostov-on-Don,25,ads,mobile,0
1040,2026-02-20,Russia,Novosibirsk,33,referral,mobile,1
1041,2026-03-13,Russia,Novosibirsk,38,search,tablet,1
1042,2026-02-11,Kazakhstan,Shymkent,27,search,mobile,1
1043,2026-03-05,Russia,Saint Petersburg,42,referral,desktop,1
1044,2026-01-15,Russia,Saint Petersburg,55,referral,desktop,1
1045,2026-01-29,Russia,Rostov-on-Don,39,social_media,desktop,1
1046,2026-02-02,Russia,Saint Petersburg,21,ads,mobile,1
1047,2026-01-27,Russia,Novosibirsk,21,search,desktop,1
1048,2026-02-05,Russia,Saint Petersburg,47,search,desktop,1
1049,2026-01-29,Kazakhstan,Shymkent,19,search,mobile,1
1050,2026-02-07,Russia,Rostov-on-Don,46,search,mobile,1
1051,2026-02-26,Russia,Novosibirsk,53,ads,tablet,1
1052,2026-01-27,Russia,Saint Petersburg,38,social_media,desktop,0
1053,2026-02-24,Russia,Novosibirsk,38,social_media,mobile,1
1054,2026-02-02,Kazakhstan,Shymkent,38,ads,mobile,1
1055,2026-03-09,Belarus,Brest,21,search,mobile,0
1056,2026-03-27,Russia,Kazan,18,search,mobile,1
1057,2026-03-07,Kazakhstan,Astana,43,social_media,mobile,1
1058,2026-01-10,Belarus,Minsk,19,ads,mobile,1
1059,2026-01-05,Kazakhstan,Shymkent,26,social_media,desktop,1
1060,2026-03-15,Russia,Moscow,35,ads,desktop,1
1061,2026-02-07,Armenia,Vanadzor,28,search,desktop,1
1062,2026-01-13,Russia,Kazan,42,social_media,mobile,1
1063,2026-01-31,Russia,Moscow,43,social_media,desktop,1
1064,2026-02-16,Russia,Moscow,53,ads,mobile,0
1065,2026-03-29,Russia,Saint Petersburg,52,search,mobile,1
1066,2026-02-21,Russia,Novosibirsk,55,referral,tablet,1
1067,2026-02-25,Russia,Kazan,20,ads,mobile,1
1068,2026-01-15,Russia,Rostov-on-Don,52,email,mobile,1
1069,2026-01-29,Kazakhstan,Astana,39,social_media,mobile,1
1070,2026-01-08,Belarus,Gomel,25,social_media,mobile,1
1071,2026-01-05,Russia,Rostov-on-Don,32,ads,desktop,1
1072,2026-01-29,Belarus,Minsk,24,ads,tablet,1
1073,2026-02-16,Belarus,Gomel,36,referral,desktop,1
1074,2026-03-09,Kazakhstan,Almaty,34,search,desktop,1
1075,2026-03-17,Russia,Moscow,18,ads,desktop,1
1076,2026-02-14,Russia,Kazan,46,social_media,desktop,1
1077,2026-01-02,Belarus,Gomel,30,ads,mobile,0
1078,2026-01-27,Russia,Moscow,46,social_media,tablet,1
1079,2026-02-05,Russia,Kazan,23,social_media,mobile,1
1080,2026-02-05,Russia,Moscow,22,email,tablet,1
1081,2026-01-26,Russia,Novosibirsk,51,social_media,mobile,1
1082,2026-02-12,Russia,Kazan,28,ads,desktop,0
1083,2026-01-27,Russia,Saint Petersburg,26,search,desktop,1
1084,2026-03-10,Russia,Kazan,55,social_media,tablet,1
1085,2026-01-20,Kazakhstan,Shymkent,26,search,desktop,1
1086,2026-01-11,Belarus,Brest,25,referral,mobile,1
1087,2026-03-15,Russia,Novosibirsk,20,social_media,mobile,1
1088,2026-02-07,Armenia,Vanadzor,30,ads,mobile,1
1089,2026-01-06,Russia,Moscow,36,email,mobile,1
1090,2026-03-13,Russia,Saint Petersburg,51,ads,mobile,1
1091,2026-01-23,Kazakhstan,Almaty,49,ads,mobile,1
1092,2026-02-16,Kazakhstan,Astana,33,social_media,mobile,1
1093,2026-03-31,Belarus,Gomel,53,email,tablet,1
1094,2026-02-15,Russia,Moscow,35,search,tablet,1
1095,2026-01-12,Belarus,Minsk,31,ads,mobile,1
1096,2026-03-31,Russia,Novosibirsk,47,search,mobile,1
1097,2026-01-13,Kazakhstan,Almaty,19,ads,mobile,0
1098,2026-03-03,Kazakhstan,Shymkent,30,ads,mobile,1
1099,2026-03-23,Russia,Novosibirsk,44,ads,mobile,1
1100,2026-03-30,Russia,Moscow,34,social_media,mobile,1
1101,2026-03-01,Belarus,Gomel,48,referral,mobile,1
1102,2026-02-12,Russia,Moscow,32,ads,mobile,1
1103,2026-03-17,Russia,Novosibirsk,37,ads,mobile,1
1104,2026-03-09,Kazakhstan,Almaty,22,email,mobile,1
1105,2026-01-05,Russia,Moscow,24,social_media,desktop,1
1106,2026-02-06,Kazakhstan,Astana,35,referral,desktop,1
1107,2026-03-13,Russia,Rostov-on-Don,28,ads,mobile,1
1108,2026-01-31,Russia,Rostov-on-Don,49,ads,mobile,1
1109,2026-01-09,Kazakhstan,Almaty,44,search,mobile,1
1110,2026-02-20,Russia,Kazan,43,social_media,mobile,1
1111,2026-01-29,Russia,Saint Petersburg,54,search,mobile,1
1112,2026-03-19,Kazakhstan,Astana,45,search,mobile,1
1113,2026-02-09,Russia,Rostov-on-Don,19,ads,mobile,0
1114,2026-02-10,Russia,Rostov-on-Don,37,search,mobile,1
1115,2026-03-27,Russia,Saint Petersburg,21,social_media,desktop,1
1116,2026-01-11,Kazakhstan,Shymkent,30,search,mobile,1
1117,2026-01-23,Kazakhstan,Almaty,41,social_media,mobile,1
1118,2026-01-01,Kazakhstan,Almaty,55,search,mobile,1
1119,2026-02-15,Russia,Moscow,46,ads,mobile,1
1120,2026-01-21,Kazakhstan,Almaty,53,ads,desktop,1
1121,2026-03-31,Russia,Novosibirsk,19,search,desktop,0
1122,2026-02-05,Russia,Kazan,35,ads,mobile,1
1123,2026-02-23,Russia,Rostov-on-Don,25,social_media,desktop,0
1124,2026-03-28,Belarus,Gomel,32,email,desktop,0
1125,2026-02-26,Kazakhstan,Astana,34,search,mobile,1
1126,2026-01-01,Russia,Rostov-on-Don,40,ads,mobile,1
1127,2026-03-04,Russia,Saint Petersburg,19,referral,desktop,1
1128,2026-02-23,Belarus,Brest,23,ads,mobile,0
1129,2026-02-24,Russia,Kazan,46,ads,mobile,0
1130,2026-02-09,Armenia,Yerevan,44,search,mobile,1
1131,2026-01-15,Russia,Moscow,54,social_media,desktop,1
1132,2026-01-21,Russia,Kazan,51,ads,tablet,1
1133,2026-02-16,Russia,Moscow,35,search,desktop,1
1134,2026-03-14,Russia,Rostov-on-Don,27,search,desktop,0
1135,2026-02-22,Belarus,Gomel,55,ads,tablet,1
1136,2026-01-09,Russia,Rostov-on-Don,34,ads,desktop,1
1137,2026-03-15,Kazakhstan,Astana,30,social_media,desktop,1
1138,2026-02-21,Russia,Saint Petersburg,44,social_media,tablet,1
1139,2026-02-26,Russia,Novosibirsk,19,ads,mobile,0
1140,2026-01-26,Russia,Rostov-on-Don,51,ads,desktop,1
1141,2026-02-10,Russia,Novosibirsk,48,social_media,desktop,1
1142,2026-02-04,Armenia,Yerevan,40,email,tablet,1
1143,2026-03-04,Russia,Saint Petersburg,24,ads,desktop,1
1144,2026-01-25,Russia,Saint Petersburg,55,search,desktop,1
1145,2026-03-31,Russia,Rostov-on-Don,50,ads,tablet,1
1146,2026-03-16,Russia,Novosibirsk,29,ads,mobile,1
1147,2026-02-07,Russia,Moscow,29,ads,mobile,1
1148,2026-01-02,Belarus,Gomel,36,social_media,mobile,1
1149,2026-01-07,Russia,Kazan,26,search,mobile,1
1150,2026-03-23,Russia,Novosibirsk,27,email,mobile,1
1151,2026-02-03,Russia,Rostov-on-Don,34,social_media,mobile,1
1152,2026-01-17,Armenia,Gyumri,27,email,mobile,1
1153,2026-02-12,Russia,Moscow,29,ads,tablet,1
1154,2026-02-28,Russia,Rostov-on-Don,32,ads,mobile,0
1155,2026-02-20,Russia,Kazan,48,referral,desktop,1
1156,2026-02-23,Russia,Moscow,32,social_media,tablet,1
1157,2026-01-24,Russia,Moscow,45,email,mobile,1
1158,2026-01-25,Russia,Saint Petersburg,21,ads,mobile,0
1159,2026-03-12,Kazakhstan,Astana,53,search,desktop,1
1160,2026-02-21,Russia,Saint Petersburg,18,social_media,desktop,1
1161,2026-03-11,Kazakhstan,Almaty,51,ads,mobile,1
1162,2026-03-29,Russia,Novosibirsk,34,search,mobile,1
1163,2026-02-02,Russia,Moscow,55,search,mobile,1
1164,2026-02-18,Russia,Novosibirsk,50,ads,mobile,0
1165,2026-01-29,Russia,Novosibirsk,38,ads,mobile,1
1166,2026-03-04,Kazakhstan,Astana,43,ads,mobile,1
1167,2026-01-22,Russia,Novosibirsk,53,ads,desktop,1
1168,2026-01-26,Russia,Moscow,22,social_media,tablet,1
1169,2026-01-28,Russia,Moscow,50,ads,desktop,1
1170,2026-03-26,Armenia,Gyumri,18,ads,tablet,1
1171,2026-02-18,Russia,Kazan,23,email,desktop,1
1172,2026-03-12,Belarus,Minsk,54,search,desktop,0
1173,2026-03-22,Russia,Novosibirsk,19,search,mobile,1
1174,2026-03-25,Russia,Rostov-on-Don,22,social_media,mobile,1
1175,2026-02-18,Russia,Rostov-on-Don,43,referral,desktop,1
1176,2026-01-20,Russia,Rostov-on-Don,30,ads,tablet,0
1177,2026-03-27,Russia,Rostov-on-Don,29,search,mobile,0
1178,2026-03-04,Russia,Moscow,22,social_media,mobile,1
1179,2026-03-02,Belarus,Brest,19,ads,desktop,0
1180,2026-02-18,Kazakhstan,Astana,21,social_media,mobile,1
1181,2026-03-12,Kazakhstan,Shymkent,44,referral,mobile,1
1182,2026-01-01,Russia,Rostov-on-Don,27,referral,desktop,1
1183,2026-01-13,Russia,Kazan,30,ads,mobile,1
1184,2026-03-28,Russia,Moscow,19,ads,desktop,1
1185,2026-02-20,Kazakhstan,Almaty,43,referral,tablet,1
1186,2026-02-25,Belarus,Gomel,32,search,mobile,1
1187,2026-03-24,Russia,Rostov-on-Don,27,ads,mobile,1
1188,2026-03-03,Russia,Saint Petersburg,39,social_media,mobile,1
1189,2026-02-01,Russia,Kazan,42,ads,mobile,1
1190,2026-01-30,Russia,Novosibirsk,32,ads,desktop,1
1191,2026-01-29,Russia,Saint Petersburg,30,email,mobile,1
1192,2026-02-18,Russia,Moscow,25,ads,mobile,1
1193,2026-02-14,Kazakhstan,Almaty,38,ads,mobile,0
1194,2026-01-30,Russia,Kazan,38,ads,mobile,0
1195,2026-01-16,Russia,Moscow,39,social_media,mobile,1
1196,2026-02-09,Armenia,Gyumri,50,ads,desktop,1
1197,2026-01-19,Russia,Novosibirsk,44,search,mobile,1
1198,2026-01-18,Russia,Rostov-on-Don,39,social_media,mobile,1
1199,2026-01-01,Russia,Novosibirsk,47,email,mobile,1
1200,2026-03-19,Russia,Novosibirsk,26,ads,tablet,1
1201,2026-02-16,Russia,Rostov-on-Don,52,email,mobile,1
1202,2026-03-07,Kazakhstan,Almaty,35,ads,desktop,1
1203,2026-02-07,Russia,Novosibirsk,22,social_media,mobile,1
1204,2026-02-20,Russia,Kazan,44,search,desktop,0
1205,2026-03-04,Russia,Rostov-on-Don,23,ads,mobile,1
1206,2026-01-04,Russia,Moscow,49,social_media,tablet,1
1207,2026-01-01,Belarus,Brest,25,ads,desktop,1
1208,2026-01-08,Belarus,Gomel,38,ads,desktop,1
1209,2026-01-29,Russia,Saint Petersburg,35,search,mobile,1
1210,2026-02-24,Kazakhstan,Shymkent,31,social_media,desktop,1
1211,2026-01-03,Russia,Rostov-on-Don,32,ads,desktop,1
1212,2026-02-01,Armenia,Yerevan,43,ads,mobile,1
1213,2026-01-10,Russia,Kazan,49,ads,mobile,1
1214,2026-03-15,Armenia,Gyumri,45,search,desktop,0
1215,2026-03-24,Kazakhstan,Astana,49,search,mobile,0
1216,2026-02-03,Russia,Novosibirsk,30,ads,desktop,1
1217,2026-03-28,Russia,Moscow,32,ads,mobile,1
1218,2026-02-24,Armenia,Yerevan,35,search,mobile,1
1219,2026-02-01,Belarus,Gomel,23,social_media,desktop,1
1220,2026-02-19,Russia,Saint Petersburg,28,social_media,mobile,1
1221,2026-01-07,Kazakhstan,Almaty,49,email,tablet,1
1222,2026-01-08,Russia,Kazan,37,ads,desktop,0
1223,2026-03-06,Russia,Rostov-on-Don,50,referral,desktop,1
1224,2026-02-26,Russia,Novosibirsk,25,ads,desktop,1
1225,2026-03-08,Russia,Kazan,52,referral,desktop,1
1226,2026-03-29,Kazakhstan,Almaty,22,ads,mobile,1
1227,2026-03-28,Russia,Saint Petersburg,52,search,desktop,1
1228,2026-02-28,Kazakhstan,Shymkent,31,search,mobile,1
1229,2026-03-13,Russia,Moscow,38,search,mobile,1
1230,2026-02-23,Russia,Moscow,41,email,mobile,1
1231,2026-03-08,Russia,Rostov-on-Don,34,social_media,desktop,1
1232,2026-02-20,Russia,Kazan,35,referral,mobile,1
1233,2026-01-08,Russia,Novosibirsk,51,social_media,mobile,1
1234,2026-02-03,Russia,Saint Petersburg,29,search,desktop,1
1235,2026-02-04,Russia,Rostov-on-Don,33,ads,mobile,0
1236,2026-03-29,Russia,Saint Petersburg,21,referral,desktop,0
1237,2026-03-19,Russia,Moscow,42,search,desktop,1
1238,2026-02-01,Russia,Novosibirsk,51,social_media,mobile,1
1239,2026-02-15,Belarus,Gomel,45,search,mobile,1
1240,2026-01-16,Belarus,Minsk,28,search,desktop,1
1241,2026-03-09,Russia,Novosibirsk,30,referral,mobile,1
1242,2026-02-06,Russia,Kazan,48,ads,mobile,0
1243,2026-02-23,Russia,Rostov-on-Don,42,ads,mobile,1
1244,2026-03-26,Armenia,Gyumri,27,ads,mobile,1
1245,2026-01-14,Russia,Novosibirsk,41,social_media,mobile,1
1246,2026-02-24,Russia,Rostov-on-Don,18,ads,mobile,1
1247,2026-02-17,Russia,Novosibirsk,42,ads,desktop,1
1248,2026-03-23,Russia,Novosibirsk,45,ads,mobile,1
1249,2026-01-07,Russia,Novosibirsk,53,search,desktop,1
1250,2026-03-15,Kazakhstan,Astana,35,search,mobile,0
1251,2026-01-07,Russia,Rostov-on-Don,23,ads,mobile,1
1252,2026-02-02,Russia,Moscow,19,referral,desktop,1
1253,2026-01-23,Russia,Moscow,20,referral,desktop,1
1254,2026-03-26,Russia,Saint Petersburg,25,ads,desktop,0
1255,2026-01-19,Belarus,Brest,48,social_media,desktop,0
1256,2026-01-19,Russia,Saint Petersburg,36,search,desktop,1
1257,2026-02-05,Kazakhstan,Astana,23,ads,mobile,0
1258,2026-01-29,Russia,Novosibirsk,31,ads,desktop,1
1259,2026-03-01,Russia,Rostov-on-Don,20,search,desktop,1
1260,2026-03-23,Armenia,Yerevan,18,search,tablet,1
1261,2026-01-02,Russia,Kazan,47,ads,desktop,1
1262,2026-01-01,Belarus,Brest,36,email,desktop,1
1263,2026-02-16,Russia,Moscow,36,search,mobile,0
1264,2026-03-10,Belarus,Brest,26,social_media,desktop,1
1265,2026-01-20,Russia,Kazan,24,ads,tablet,1
1266,2026-01-11,Russia,Moscow,54,search,desktop,1
1267,2026-01-02,Kazakhstan,Astana,24,ads,desktop,1
1268,2026-03-08,Belarus,Brest,26,search,mobile,1
1269,2026-03-28,Belarus,Minsk,21,social_media,desktop,1
1270,2026-01-12,Kazakhstan,Shymkent,42,social_media,desktop,1
1271,2026-01-20,Belarus,Brest,29,search,desktop,1
1272,2026-01-05,Russia,Rostov-on-Don,23,social_media,mobile,1
1273,2026-02-06,Russia,Kazan,35,referral,desktop,1
1274,2026-02-07,Russia,Novosibirsk,38,social_media,mobile,1
1275,2026-01-09,Russia,Novosibirsk,32,ads,desktop,1
1276,2026-02-22,Russia,Novosibirsk,20,social_media,mobile,1
1277,2026-02-13,Russia,Saint Petersburg,19,ads,desktop,1
1278,2026-03-27,Russia,Novosibirsk,21,email,mobile,1
1279,2026-01-24,Russia,Rostov-on-Don,49,search,mobile,1
1280,2026-03-22,Russia,Saint Petersburg,19,search,desktop,0
1281,2026-03-15,Russia,Saint Petersburg,46,ads,mobile,1
1282,2026-01-30,Russia,Novosibirsk,19,search,desktop,1
1283,2026-02-28,Kazakhstan,Shymkent,51,referral,tablet,1
1284,2026-03-28,Kazakhstan,Shymkent,44,ads,tablet,0
1285,2026-03-22,Russia,Moscow,55,search,mobile,1
1286,2026-03-22,Russia,Kazan,35,referral,desktop,1
1287,2026-01-14,Russia,Kazan,53,search,mobile,1
1288,2026-01-09,Russia,Saint Petersburg,36,search,tablet,1
1289,2026-02-09,Russia,Saint Petersburg,44,search,desktop,1
1290,2026-03-07,Russia,Saint Petersburg,37,search,mobile,0
1291,2026-01-25,Russia,Rostov-on-Don,38,ads,mobile,1
1292,2026-03-14,Russia,Rostov-on-Don,40,ads,mobile,1
1293,2026-01-22,Armenia,Yerevan,47,social_media,desktop,1
1294,2026-01-04,Armenia,Gyumri,42,referral,mobile,1
1295,2026-01-26,Russia,Novosibirsk,48,ads,desktop,0
1296,2026-02-27,Russia,Saint Petersburg,44,ads,desktop,1
1297,2026-01-29,Russia,Rostov-on-Don,51,search,tablet,1
1298,2026-03-28,Russia,Saint Petersburg,25,email,tablet,1
1299,2026-02-06,Belarus,Minsk,36,ads,mobile,1
1300,2026-03-16,Russia,Saint Petersburg,43,email,desktop,1
1301,2026-03-11,Kazakhstan,Shymkent,45,ads,desktop,1
1302,2026-01-18,Russia,Novosibirsk,21,referral,desktop,1
1303,2026-03-26,Armenia,Yerevan,48,search,mobile,0
1304,2026-02-11,Russia,Novosibirsk,33,social_media,mobile,1
1305,2026-02-10,Kazakhstan,Almaty,27,search,mobile,0
1306,2026-02-07,Russia,Kazan,55,social_media,mobile,1
1307,2026-02-03,Russia,Novosibirsk,27,ads,mobile,1
1308,2026-01-17,Russia,Saint Petersburg,26,ads,mobile,1
1309,2026-02-06,Russia,Moscow,53,search,desktop,0
1310,2026-01-25,Belarus,Gomel,53,email,mobile,1
1311,2026-03-17,Belarus,Gomel,36,social_media,desktop,1
1312,2026-03-28,Belarus,Minsk,36,search,mobile,1
1313,2026-03-27,Russia,Kazan,29,search,desktop,1
1314,2026-03-26,Kazakhstan,Shymkent,30,ads,tablet,0
1315,2026-01-27,Russia,Saint Petersburg,42,email,desktop,1
1316,2026-02-26,Russia,Moscow,53,social_media,desktop,1
1317,2026-01-31,Russia,Kazan,42,social_media,mobile,0
1318,2026-01-06,Russia,Saint Petersburg,45,search,desktop,1
1319,2026-02-09,Russia,Moscow,47,referral,mobile,1
1320,2026-01-12,Russia,Novosibirsk,22,email,mobile,1
1321,2026-02-22,Russia,Saint Petersburg,34,social_media,mobile,1
1322,2026-03-12,Kazakhstan,Astana,35,search,mobile,1
1323,2026-01-10,Russia,Moscow,38,social_media,mobile,1
1324,2026-02-14,Russia,Saint Petersburg,39,search,desktop,1
1325,2026-01-17,Russia,Kazan,23,search,mobile,1
1326,2026-01-26,Russia,Saint Petersburg,33,ads,desktop,0
1327,2026-03-26,Russia,Rostov-on-Don,19,search,desktop,1
1328,2026-03-03,Russia,Kazan,18,search,mobile,1
1329,2026-02-15,Russia,Moscow,47,search,mobile,1
1330,2026-03-05,Russia,Kazan,54,ads,desktop,1
1331,2026-01-02,Russia,Rostov-on-Don,40,social_media,mobile,1
1332,2026-02-23,Kazakhstan,Almaty,18,search,mobile,1
1333,2026-03-06,Russia,Saint Petersburg,36,ads,desktop,1
1334,2026-02-20,Russia,Saint Petersburg,20,search,mobile,1
1335,2026-02-22,Kazakhstan,Astana,19,email,mobile,1
1336,2026-02-05,Russia,Novosibirsk,54,social_media,mobile,1
1337,2026-01-26,Russia,Kazan,34,ads,mobile,1
1338,2026-01-29,Belarus,Gomel,45,referral,mobile,1
1339,2026-01-21,Russia,Novosibirsk,35,ads,mobile,1
1340,2026-01-11,Russia,Rostov-on-Don,50,referral,mobile,1
1341,2026-02-09,Russia,Saint Petersburg,32,ads,mobile,1
1342,2026-01-11,Russia,Saint Petersburg,39,ads,tablet,1
1343,2026-02-05,Russia,Saint Petersburg,44,search,mobile,1
1344,2026-02-28,Russia,Moscow,54,search,desktop,1
1345,2026-02-08,Russia,Rostov-on-Don,49,search,mobile,1
1346,2026-02-23,Russia,Saint Petersburg,36,social_media,mobile,1
1347,2026-02-24,Russia,Rostov-on-Don,45,email,desktop,1
1348,2026-01-24,Russia,Saint Petersburg,45,search,desktop,1
1349,2026-01-22,Russia,Kazan,27,search,mobile,1
1350,2026-03-10,Russia,Rostov-on-Don,37,ads,mobile,0
1351,2026-02-25,Russia,Novosibirsk,42,ads,mobile,1
1352,2026-02-02,Belarus,Minsk,38,social_media,desktop,1
1353,2026-02-05,Russia,Novosibirsk,31,ads,mobile,1
1354,2026-01-20,Russia,Rostov-on-Don,39,social_media,mobile,0
1355,2026-03-24,Russia,Saint Petersburg,43,search,desktop,1
1356,2026-03-22,Russia,Rostov-on-Don,28,ads,tablet,0
1357,2026-03-03,Belarus,Minsk,24,search,desktop,0
1358,2026-03-14,Russia,Rostov-on-Don,34,ads,mobile,1
1359,2026-01-26,Armenia,Vanadzor,35,search,desktop,1
1360,2026-03-07,Russia,Saint Petersburg,24,social_media,desktop,0
1361,2026-03-14,Kazakhstan,Shymkent,37,search,desktop,1
1362,2026-03-14,Russia,Novosibirsk,55,ads,desktop,1
1363,2026-02-09,Belarus,Gomel,28,social_media,tablet,1
1364,2026-01-17,Russia,Saint Petersburg,33,ads,mobile,1
1365,2026-01-01,Russia,Moscow,44,social_media,mobile,1
1366,2026-03-30,Russia,Rostov-on-Don,28,search,desktop,1
1367,2026-03-02,Russia,Rostov-on-Don,33,search,mobile,1
1368,2026-02-12,Belarus,Brest,40,email,mobile,0
1369,2026-02-11,Russia,Kazan,29,social_media,mobile,1
1370,2026-01-25,Russia,Kazan,20,ads,desktop,1
1371,2026-02-08,Kazakhstan,Almaty,19,ads,mobile,1
1372,2026-02-04,Russia,Saint Petersburg,55,email,desktop,1
1373,2026-01-03,Armenia,Yerevan,41,ads,mobile,1
1374,2026-02-13,Kazakhstan,Almaty,46,search,mobile,1
1375,2026-02-20,Russia,Saint Petersburg,51,social_media,mobile,0
1376,2026-01-12,Belarus,Minsk,37,social_media,mobile,1
1377,2026-01-19,Russia,Novosibirsk,35,social_media,desktop,1
1378,2026-02-13,Russia,Rostov-on-Don,31,social_media,desktop,1
1379,2026-02-28,Russia,Kazan,35,social_media,desktop,1
1380,2026-02-18,Russia,Moscow,19,email,mobile,1
1381,2026-03-02,Kazakhstan,Almaty,18,social_media,mobile,1
1382,2026-01-17,Belarus,Minsk,37,search,mobile,1
1383,2026-03-15,Russia,Kazan,51,search,mobile,1
1384,2026-02-26,Russia,Kazan,28,social_media,mobile,1
1385,2026-02-24,Armenia,Vanadzor,44,email,desktop,1
1386,2026-02-16,Russia,Moscow,40,ads,mobile,1
1387,2026-01-12,Russia,Kazan,55,ads,mobile,1
1388,2026-03-03,Russia,Novosibirsk,20,referral,tablet,0
1389,2026-03-21,Belarus,Minsk,29,search,mobile,1
1390,2026-03-29,Russia,Kazan,47,ads,tablet,1
1391,2026-03-24,Kazakhstan,Almaty,48,social_media,tablet,1
1392,2026-01-08,Kazakhstan,Astana,40,referral,mobile,1
1393,2026-01-21,Russia,Saint Petersburg,18,email,mobile,1
1394,2026-03-22,Russia,Kazan,37,social_media,desktop,0
1395,2026-03-28,Kazakhstan,Almaty,23,ads,mobile,0
1396,2026-03-21,Russia,Saint Petersburg,28,email,mobile,1
1397,2026-03-11,Kazakhstan,Shymkent,52,search,desktop,1
1398,2026-03-13,Belarus,Minsk,21,email,mobile,1
1399,2026-01-25,Russia,Kazan,46,ads,mobile,0
1400,2026-03-23,Kazakhstan,Astana,27,ads,desktop,1
1401,2026-03-30,Kazakhstan,Almaty,46,search,desktop,1
1402,2026-01-12,Kazakhstan,Astana,55,ads,mobile,0
1403,2026-01-15,Russia,Kazan,18,social_media,mobile,1
1404,2026-02-28,Russia,Saint Petersburg,25,referral,mobile,1
1405,2026-01-26,Russia,Kazan,55,social_media,mobile,0
1406,2026-01-26,Russia,Moscow,34,email,desktop,1
1407,2026-02-16,Russia,Saint Petersburg,36,search,desktop,1
1408,2026-02-01,Kazakhstan,Astana,50,social_media,desktop,1
1409,2026-01-10,Russia,Novosibirsk,32,email,mobile,1
1410,2026-01-16,Russia,Saint Petersburg,48,social_media,mobile,0
1411,2026-03-12,Russia,Rostov-on-Don,38,search,mobile,0
1412,2026-01-17,Kazakhstan,Shymkent,20,social_media,mobile,1
1413,2026-01-23,Russia,Kazan,19,social_media,mobile,1
