lead_id,user_id,course_id,lead_date,lead_status
820,2306,2,2026-03-27,qualified
821,953,6,2026-03-20,qualified
822,4943,1,2026-02-16,converted
823,3054,4,2026-03-05,lost
824,4560,1,2026-02-13,converted
825,2686,2,2026-03-10,converted
826,1490,2,2026-02-02,converted
827,928,6,2026-03-19,lost
828,1210,2,2026-04-06,qualified
829,3974,1,2026-04-09,new
830,3546,2,2026-01-23,lost
831,4362,1,2026-01-07,contacted
832,1922,1,2026-02-09,contacted
833,352,3,2026-02-16,contacted
834,4899,1,2026-01-19,converted
835,3394,1,2026-04-11,converted
836,2722,4,2026-02-14,lost
837,4982,2,2026-04-04,qualified
838,719,1,2026-03-25,lost
839,2703,2,2026-02-09,lost
840,2723,4,2026-04-11,qualified
841,4562,2,2026-03-29,contacted
842,309,3,2026-03-22,contacted
843,1676,1,2026-02-06,qualified
844,834,3,2026-01-09,lost
845,367,2,2026-04-15,qualified
846,4507,4,2026-03-23,converted
847,2079,5,2026-04-05,new
848,4039,4,2026-04-01,contacted
849,4847,2,2026-01-18,qualified
850,4480,2,2026-03-13,new
851,1747,2,2026-03-28,contacted
852,20,1,2026-02-20,contacted
853,1323,1,2026-02-27,qualified
854,3568,5,2026-01-08,contacted
855,2522,2,2026-04-08,lost
856,219,3,2026-03-28,qualified
857,1488,3,2026-04-09,new
858,439,3,2026-04-09,lost
859,4175,1,2026-01-13,new
860,2751,5,2026-02-26,lost
861,3289,1,2026-03-22,converted
862,3434,4,2026-03-23,contacted
863,2526,5,2026-03-05,converted
864,4651,4,2026-02-19,lost
865,3689,3,2026-02-27,converted
866,2764,1,2026-03-19,lost
867,803,2,2026-04-09,contacted
868,2998,4,2026-02-10,converted
869,2229,2,2026-01-27,contacted
870,4786,5,2026-01-31,contacted
871,2078,2,2026-03-15,contacted
872,583,2,2026-04-04,contacted
873,204,2,2026-03-11,qualified
874,4347,2,2026-03-06,lost
875,3479,3,2026-03-22,converted
876,2930,4,2026-02-24,new
877,3086,4,2026-02-23,converted
878,1019,5,2026-01-23,converted
879,1584,6,2026-01-05,new
880,1033,5,2026-02-13,contacted
881,1719,1,2026-02-05,lost
882,1282,4,2026-01-26,lost
883,2499,1,2026-04-07,lost
884,3351,1,2026-03-11,lost
885,518,4,2026-02-13,qualified
886,1748,2,2026-02-11,new
887,4653,1,2026-02-21,qualified
888,3733,1,2026-02-28,new
889,669,1,2026-03-20,lost
890,4060,6,2026-03-26,lost
891,3027,1,2026-02-28,qualified
892,4933,1,2026-02-24,converted
893,3287,2,2026-03-05,qualified
894,2651,2,2026-01-12,lost
895,4454,6,2026-03-31,lost
896,3193,1,2026-03-13,converted
897,2125,3,2026-03-20,lost
898,3376,4,2026-03-17,new
899,3393,6,2026-01-13,converted
900,3486,4,2026-04-04,lost
901,760,5,2026-01-06,new
902,3380,1,2026-03-25,lost
903,4441,2,2026-04-09,converted
904,2527,2,2026-03-15,qualified
905,4859,6,2026-03-30,contacted
906,908,1,2026-04-04,lost
907,2684,1,2026-03-04,lost
908,215,2,2026-01-23,qualified
909,3332,1,2026-02-01,new
910,4459,1,2026-03-17,contacted
911,694,6,2026-01-18,lost
912,1504,3,2026-01-28,lost
913,2415,4,2026-02-17,contacted
914,2119,4,2026-04-15,contacted
915,3859,2,2026-03-01,new
916,2463,1,2026-04-04,lost
917,3636,1,2026-04-09,new
918,4106,2,2026-02-24,new
919,4479,4,2026-02-05,new
920,197,2,2026-02-23,lost
921,4668,1,2026-02-14,qualified
922,1544,3,2026-03-11,contacted
923,1331,6,2026-01-29,converted
924,880,5,2026-03-06,contacted
925,4503,5,2026-03-11,contacted
926,3502,5,2026-02-15,converted
927,3895,2,2026-03-10,qualified
928,4991,5,2026-02-09,qualified
929,888,1,2026-03-21,new
930,1346,4,2026-01-13,lost
931,69,4,2026-02-09,qualified
932,4211,1,2026-04-06,lost
933,1816,5,2026-02-11,contacted
934,569,6,2026-02-06,qualified
935,2168,2,2026-02-15,lost
936,97,5,2026-03-06,converted
937,4182,1,2026-02-19,new
938,3354,3,2026-03-31,lost
939,140,3,2026-04-03,contacted
940,4955,3,2026-03-06,qualified
941,2603,6,2026-01-22,contacted
942,4024,5,2026-03-15,lost
943,4773,5,2026-03-27,contacted
944,1607,2,2026-03-25,contacted
945,1630,6,2026-01-19,new
946,1540,1,2026-02-21,new
947,1695,5,2026-03-17,converted
948,2060,2,2026-01-17,converted
949,464,1,2026-02-16,lost
950,2331,4,2026-03-05,contacted
951,3044,2,2026-03-02,qualified
952,4735,2,2026-03-16,lost
953,595,2,2026-01-21,converted
954,3815,1,2026-02-23,qualified
955,626,1,2026-02-05,lost
956,451,1,2026-01-26,converted
957,1500,3,2026-02-28,converted
958,2457,1,2026-03-02,contacted
959,4723,4,2026-01-17,new
960,2985,2,2026-02-20,qualified
961,1570,6,2026-04-01,qualified
962,1035,5,2026-03-07,contacted
963,3519,2,2026-02-27,contacted
964,1558,5,2026-02-02,lost
965,3625,5,2026-01-26,qualified
966,4665,6,2026-03-10,contacted
967,151,3,2026-02-02,lost
968,1421,1,2026-02-21,lost
969,2012,4,2026-01-09,lost
970,2687,4,2026-02-08,new
971,1787,4,2026-03-19,lost
972,89,2,2026-03-28,qualified
973,458,5,2026-04-15,new
974,1306,6,2026-03-16,lost
975,2926,1,2026-02-19,contacted
976,3271,1,2026-02-08,contacted
977,3228,1,2026-02-18,qualified
978,1989,5,2026-01-17,contacted
979,3755,4,2026-01-14,contacted
980,3647,4,2026-03-11,lost
981,832,2,2026-03-15,new
982,240,3,2026-03-17,converted
983,4682,2,2026-04-14,qualified
984,3023,3,2026-01-29,contacted
985,3149,5,2026-02-17,new
986,1947,6,2026-03-05,qualified
987,2776,6,2026-02-20,lost
988,193,6,2026-02-13,new
989,4850,2,2026-01-11,contacted
990,4940,3,2026-02-19,lost
991,945,4,2026-01-27,new
992,1269,6,2026-03-28,converted
993,4232,1,2026-02-19,lost
994,2308,2,2026-03-31,qualified
995,4425,1,2026-01-17,contacted
996,4712,4,2026-01-25,new
997,2314,2,2026-01-05,lost
998,3215,2,2026-01-23,new
999,2733,1,2026-03-05,contacted
1000,1927,2,2026-02-06,qualified
1001,4228,5,2026-01-08,contacted
1002,4677,2,2026-01-07,qualified
1003,801,4,2026-04-05,lost
1004,3672,4,2026-02-25,qualified
1005,4194,5,2026-04-13,converted
1006,2969,1,2026-02-01,lost
1007,4794,6,2026-03-15,contacted
1008,4369,3,2026-03-15,contacted
1009,2777,6,2026-02-28,qualified
1010,2971,6,2026-03-02,lost
1011,3868,2,2026-04-01,contacted
1012,1744,1,2026-04-11,converted
1013,3949,2,2026-01-20,lost
1014,3803,3,2026-01-28,contacted
1015,2025,1,2026-03-14,lost
1016,2275,1,2026-02-14,contacted
1017,100,3,2026-03-22,lost
1018,4922,1,2026-02-20,qualified
1019,3408,1,2026-03-21,new
1020,4246,2,2026-03-14,new
1021,4620,1,2026-04-15,converted
1022,4917,2,2026-02-04,qualified
1023,192,3,2026-04-06,converted
1024,4697,3,2026-04-06,new
1025,1785,5,2026-02-03,contacted
1026,1533,3,2026-01-22,contacted
1027,2835,3,2026-02-17,qualified
1028,4445,2,2026-01-31,contacted
1029,4916,5,2026-04-13,new
1030,1599,6,2026-01-30,lost
1031,1780,5,2026-03-05,qualified
1032,4901,4,2026-01-22,contacted
1033,2575,1,2026-04-11,qualified
1034,3399,2,2026-04-03,lost
1035,3976,1,2026-03-01,contacted
1036,3771,6,2026-02-04,contacted
1037,167,4,2026-04-15,contacted
1038,1752,4,2026-03-04,lost
1039,1480,2,2026-01-06,lost
1040,1025,5,2026-04-11,contacted
1041,1789,2,2026-02-12,contacted
1042,2265,1,2026-03-06,converted
1043,2474,2,2026-03-08,converted
1044,1823,3,2026-04-10,lost
1045,1221,3,2026-01-22,converted
1046,1667,5,2026-01-21,lost
1047,2961,1,2026-04-12,lost
1048,153,3,2026-02-12,contacted
1049,2535,3,2026-03-16,qualified
1050,4689,2,2026-02-27,new
1051,1979,5,2026-04-13,lost
1052,1470,4,2026-04-08,converted
1053,2808,4,2026-03-21,lost
1054,2513,5,2026-02-08,contacted
1055,2944,4,2026-01-15,new
1056,2981,2,2026-03-06,contacted
1057,4823,4,2026-02-17,contacted
1058,3018,2,2026-03-13,lost
1059,1567,2,2026-01-29,converted
1060,32,1,2026-02-21,new
1061,938,4,2026-02-05,new
1062,1216,4,2026-03-29,lost
1063,1938,2,2026-04-09,contacted
1064,1130,4,2026-01-08,converted
1065,310,6,2026-02-11,contacted
1066,4902,1,2026-03-08,contacted
1067,2169,2,2026-02-20,contacted
1068,3114,4,2026-01-05,new
1069,496,2,2026-01-07,qualified
1070,206,4,2026-04-15,new
1071,2674,1,2026-03-31,qualified
1072,3358,3,2026-03-07,qualified
1073,3831,4,2026-03-09,new
1074,306,4,2026-01-21,new
1075,3794,5,2026-03-23,qualified
1076,2202,5,2026-03-07,lost
1077,1062,5,2026-02-08,converted
1078,844,4,2026-01-17,new
1079,3873,1,2026-02-08,new
1080,2252,3,2026-02-16,new
1081,212,1,2026-01-06,qualified
1082,3998,5,2026-03-01,lost
1083,680,2,2026-03-22,lost
1084,566,3,2026-02-24,lost
1085,3291,2,2026-02-27,contacted
1086,4355,5,2026-01-20,qualified
1087,681,6,2026-01-22,converted
1088,181,2,2026-01-11,contacted
1089,4280,5,2026-02-18,qualified
1090,2496,2,2026-02-09,converted
1091,2317,3,2026-02-14,lost
1092,4274,5,2026-04-08,lost
1093,279,2,2026-02-15,contacted
1094,3684,6,2026-01-11,qualified
1095,4763,1,2026-01-19,new
1096,433,1,2026-03-05,lost
1097,290,6,2026-02-13,new
1098,1028,1,2026-03-28,lost
1099,536,6,2026-02-10,lost
1100,3632,6,2026-03-11,qualified
1101,189,1,2026-02-28,new
1102,2175,3,2026-03-22,new
1103,3916,1,2026-04-09,lost
1104,1863,3,2026-03-25,lost
1105,271,1,2026-03-01,lost
1106,1729,2,2026-02-17,contacted
1107,4076,2,2026-03-02,qualified
1108,2158,3,2026-01-10,lost
1109,3932,6,2026-04-06,qualified
1110,112,5,2026-02-05,lost
1111,2385,4,2026-03-19,lost
1112,221,3,2026-01-22,contacted
1113,628,5,2026-03-13,new
1114,1182,2,2026-03-18,qualified
1115,3382,4,2026-01-11,new
1116,2423,6,2026-01-12,lost
1117,791,2,2026-03-09,lost
1118,4276,4,2026-01-11,converted
1119,462,5,2026-02-14,lost
1120,4403,6,2026-02-13,new
1121,552,4,2026-01-07,contacted
1122,3130,2,2026-01-21,lost
1123,1445,2,2026-03-11,new
1124,199,1,2026-03-24,lost
1125,2590,5,2026-04-07,lost
1126,403,1,2026-02-25,contacted
1127,3960,5,2026-01-26,contacted
1128,4190,1,2026-01-08,qualified
1129,4764,1,2026-01-10,converted
1130,2096,3,2026-02-11,contacted
1131,2901,4,2026-01-30,converted
1132,4463,1,2026-01-15,qualified
1133,651,3,2026-04-04,converted
1134,709,3,2026-01-21,new
1135,1481,1,2026-04-02,new
1136,4415,1,2026-04-06,lost
1137,3066,5,2026-04-13,converted
1138,2396,3,2026-02-04,qualified
1139,1770,1,2026-03-22,lost
1140,315,5,2026-02-08,converted
1141,3762,6,2026-01-20,new
1142,4910,4,2026-03-24,qualified
1143,114,3,2026-01-22,converted
1144,961,5,2026-04-15,contacted
1145,2911,6,2026-03-07,contacted
1146,3406,4,2026-01-31,lost
1147,1624,3,2026-02-08,contacted
1148,3323,3,2026-02-18,new
1149,5000,4,2026-02-08,converted
1150,1819,1,2026-02-01,qualified
1151,3195,3,2026-01-13,lost
1152,3008,5,2026-03-21,lost
1153,3415,4,2026-01-19,new
1154,4529,2,2026-01-25,new
1155,1898,4,2026-02-25,contacted
1156,1919,1,2026-02-08,contacted
1157,1271,2,2026-04-11,lost
1158,4177,5,2026-02-24,lost
1159,4963,2,2026-03-28,qualified
1160,4884,1,2026-02-28,contacted
1161,4095,6,2026-04-01,contacted
1162,3160,1,2026-03-22,qualified
1163,1814,2,2026-02-17,qualified
1164,2427,6,2026-03-10,new
1165,3951,4,2026-04-07,lost
1166,4429,4,2026-04-02,new
1167,2143,5,2026-03-25,contacted
1168,1627,1,2026-01-29,lost
1169,790,4,2026-04-01,new
1170,3787,3,2026-04-06,qualified
1171,1865,5,2026-02-20,contacted
1172,2866,3,2026-03-25,new
1173,872,4,2026-03-01,contacted
1174,3272,3,2026-02-11,converted
1175,3834,3,2026-01-15,qualified
1176,74,5,2026-03-12,converted
1177,1753,4,2026-01-19,qualified
1178,1422,4,2026-01-05,qualified
1179,4222,3,2026-01-11,contacted
1180,4694,3,2026-01-05,contacted
1181,4370,4,2026-02-22,contacted
1182,4576,5,2026-04-10,contacted
1183,3810,4,2026-03-18,qualified
1184,2245,6,2026-02-02,contacted
1185,3048,5,2026-01-30,contacted
1186,2446,3,2026-04-01,contacted
1187,495,4,2026-02-18,qualified
1188,3131,6,2026-04-07,lost
1189,4322,4,2026-04-11,converted
1190,4398,5,2026-03-16,contacted
1191,1165,4,2026-01-16,contacted
1192,3735,3,2026-04-09,contacted
1193,1731,2,2026-02-05,converted
1194,4813,3,2026-01-24,new
1195,2403,6,2026-02-24,lost
1196,3404,4,2026-03-26,qualified
1197,619,3,2026-02-09,new
1198,1698,6,2026-03-12,contacted
1199,3594,3,2026-01-05,contacted
1200,1958,3,2026-01-31,converted
1201,1222,4,2026-02-13,qualified
1202,2074,4,2026-04-11,qualified
1203,3411,1,2026-03-29,qualified
1204,870,3,2026-01-18,lost
1205,2719,3,2026-04-14,qualified
1206,1043,2,2026-03-14,new
1207,1362,3,2026-04-01,contacted
1208,357,2,2026-03-24,contacted
1209,1163,1,2026-01-10,lost
1210,2766,2,2026-02-06,new
1211,3253,1,2026-02-28,qualified
1212,1439,3,2026-01-23,contacted
1213,3604,5,2026-03-22,converted
1214,4941,4,2026-02-02,contacted
1215,4594,2,2026-03-06,contacted
1216,3640,1,2026-03-15,converted
1217,1254,1,2026-03-24,qualified
1218,3366,3,2026-03-25,converted
1219,333,1,2026-01-28,new
1220,3695,3,2026-01-27,contacted
1221,3569,2,2026-01-14,lost
1222,2729,5,2026-02-27,converted
1223,3668,2,2026-02-14,contacted
1224,1631,2,2026-02-22,converted
1225,1117,5,2026-01-21,qualified
1226,1850,2,2026-03-01,lost
1227,3555,1,2026-02-18,contacted
1228,3154,3,2026-02-03,contacted
1229,3266,3,2026-02-17,converted
1230,1666,4,2026-03-19,converted
1231,446,2,2026-02-28,qualified
1232,2246,3,2026-01-23,new
1233,453,2,2026-02-02,new
1234,1552,1,2026-01-06,qualified
1235,4435,5,2026-02-09,new
1236,2955,4,2026-01-23,contacted
1237,15,2,2026-01-11,contacted
1238,3629,3,2026-01-30,lost
1239,946,1,2026-03-24,new
1240,248,6,2026-02-11,qualified
1241,4698,1,2026-01-07,qualified
1242,361,1,2026-03-25,lost
1243,4657,3,2026-03-11,qualified
1244,1615,3,2026-04-09,contacted
1245,2304,3,2026-04-06,lost
1246,4142,1,2026-03-16,lost
1247,3169,2,2026-04-08,lost
1248,2479,3,2026-02-16,converted
1249,4215,1,2026-03-07,lost
1250,4181,5,2026-03-16,lost
1251,4885,1,2026-04-14,new
1252,3164,3,2026-04-07,qualified
1253,491,4,2026-01-28,qualified
1254,863,2,2026-02-12,contacted
1255,1741,4,2026-03-13,qualified
1256,4100,5,2026-04-07,contacted
1257,4386,1,2026-02-17,lost
1258,2448,6,2026-01-09,qualified
1259,4231,3,2026-02-28,qualified
1260,507,2,2026-04-07,converted
1261,2678,3,2026-02-03,contacted
1262,2996,2,2026-02-02,contacted
1263,1943,4,2026-01-30,contacted
1264,1223,5,2026-03-28,converted
1265,1114,5,2026-01-30,qualified
1266,1906,6,2026-02-10,lost
1267,3424,5,2026-04-05,contacted
1268,1878,4,2026-04-08,qualified
1269,4673,2,2026-02-26,contacted
1270,434,3,2026-02-03,lost
1271,2365,1,2026-01-07,lost
1272,3155,4,2026-02-16,lost
1273,2836,3,2026-01-11,lost
1274,2093,1,2026-02-22,qualified
1275,3011,1,2026-03-18,lost
1276,3163,2,2026-02-14,qualified
1277,2946,3,2026-03-22,lost
1278,3917,3,2026-03-24,contacted
1279,2917,4,2026-02-27,new
1280,1103,3,2026-03-14,qualified
1281,1449,4,2026-04-07,qualified
1282,1721,1,2026-04-13,contacted
1283,4519,1,2026-04-05,lost
1284,3843,3,2026-01-31,new
1285,157,3,2026-01-12,contacted
1286,2979,1,2026-02-05,lost
1287,1774,2,2026-03-29,qualified
1288,616,1,2026-03-09,lost
1289,644,3,2026-01-14,qualified
1290,1936,2,2026-01-17,converted
1291,4278,4,2026-03-08,qualified
1292,1069,5,2026-04-07,new
1293,4455,2,2026-02-08,contacted
1294,4155,6,2026-03-06,new
1295,4240,3,2026-02-27,converted
1296,4869,4,2026-01-12,new
1297,331,4,2026-02-02,contacted
1298,2058,4,2026-04-09,contacted
1299,2647,3,2026-02-14,lost
1300,2192,3,2026-02-03,contacted
1301,623,1,2026-03-31,converted
1302,1596,1,2026-01-25,new
1303,2916,2,2026-03-21,new
1304,4822,2,2026-01-15,contacted
1305,3899,2,2026-01-06,lost
1306,1920,1,2026-02-23,converted
1307,4174,4,2026-02-14,new
1308,4478,5,2026-03-11,new
1309,756,6,2026-04-12,lost
1310,519,3,2026-01-07,new
1311,3804,4,2026-03-25,new
1312,33,5,2026-02-24,new
1313,2938,2,2026-03-13,new
1314,1158,2,2026-04-01,contacted
1315,745,6,2026-03-29,new
1316,1498,3,2026-01-29,contacted
1317,3460,3,2026-02-03,lost
1318,3756,1,2026-03-27,contacted
1319,2592,1,2026-01-15,lost
1320,784,5,2026-04-07,new
1321,3494,4,2026-01-21,lost
1322,2950,2,2026-01-30,contacted
1323,230,1,2026-01-27,lost
1324,858,3,2026-03-01,new
1325,2267,3,2026-02-25,converted
1326,4275,1,2026-02-21,contacted
1327,409,5,2026-01-24,contacted
1328,171,1,2026-01-06,converted
1329,541,2,2026-04-02,qualified
1330,2211,4,2026-02-04,contacted
1331,2305,2,2026-01-31,converted
1332,2568,5,2026-01-06,contacted
1333,614,4,2026-03-23,new
1334,2102,5,2026-01-08,converted
1335,1809,1,2026-01-17,contacted
1336,3439,1,2026-04-14,converted
1337,1162,2,2026-02-08,new
1338,4226,3,2026-03-17,lost
1339,3120,4,2026-03-11,qualified
1340,3653,5,2026-01-10,converted
1341,1611,4,2026-02-04,qualified
1342,1933,6,2026-01-14,new
1343,3028,4,2026-01-25,lost
1344,565,2,2026-03-19,new
1345,3572,2,2026-01-27,lost
1346,4248,4,2026-01-07,converted
1347,2389,1,2026-02-05,qualified
1348,1472,1,2026-01-24,lost
1349,2631,3,2026-03-19,new
1350,1836,5,2026-02-02,qualified
1351,4929,1,2026-02-25,contacted
1352,3476,5,2026-02-19,lost
1353,1534,5,2026-02-07,new
1354,4328,3,2026-04-15,lost
1355,2485,1,2026-03-29,new
1356,4208,1,2026-03-06,lost
1357,1173,4,2026-03-17,new
1358,1428,4,2026-03-16,lost
1359,326,6,2026-03-15,new
1360,1052,3,2026-01-15,qualified
1361,3320,1,2026-03-27,contacted
1362,4722,1,2026-04-07,lost
1363,3865,4,2026-04-03,contacted
1364,2604,1,2026-03-08,lost
1365,1739,2,2026-01-25,contacted
1366,1197,3,2026-01-07,lost
1367,621,1,2026-03-27,new
1368,1375,2,2026-04-02,contacted
1369,2880,2,2026-01-14,qualified
1370,1190,2,2026-01-31,new
1371,329,1,2026-01-16,contacted
1372,649,4,2026-01-11,converted
1373,898,5,2026-01-21,converted
1374,3883,2,2026-03-10,lost
1375,1124,5,2026-03-09,contacted
1376,1892,2,2026-01-30,contacted
1377,4644,3,2026-01-19,lost
1378,4792,5,2026-02-06,new
1379,4530,4,2026-03-07,converted
1380,4235,5,2026-04-15,contacted
1381,1594,1,2026-02-20,converted
1382,3313,1,2026-04-09,qualified
1383,2548,6,2026-02-08,lost
1384,1546,2,2026-03-10,new
1385,4337,2,2026-03-17,converted
1386,1024,4,2026-03-21,contacted
1387,1972,5,2026-03-28,lost
1388,4989,5,2026-01-29,lost
1389,1715,2,2026-03-02,new
1390,1718,5,2026-02-05,qualified
1391,1478,1,2026-03-08,qualified
1392,810,1,2026-01-16,contacted
1393,2851,4,2026-03-08,qualified
1394,979,1,2026-03-22,contacted
1395,4688,2,2026-04-06,contacted
1396,4896,4,2026-01-05,lost
1397,1685,2,2026-02-24,lost
1398,4661,1,2026-03-15,contacted
1399,1515,2,2026-01-12,converted
1400,2405,3,2026-03-13,converted
1401,2022,3,2026-01-09,qualified
1402,4554,5,2026-04-03,qualified
1403,1768,4,2026-03-31,contacted
1404,175,3,2026-04-06,lost
1405,1555,5,2026-02-12,lost
1406,4216,1,2026-01-27,contacted
1407,1483,2,2026-03-13,lost
1408,4462,5,2026-02-25,contacted
1409,218,2,2026-01-08,new
1410,3915,6,2026-02-20,lost
1411,3721,3,2026-01-25,lost
1412,691,5,2026-04-15,qualified
1413,2578,2,2026-03-01,qualified
1414,2234,3,2026-03-11,converted
1415,2239,2,2026-03-04,qualified
1416,1107,4,2026-01-11,lost
1417,1790,3,2026-02-22,new
1418,3189,6,2026-01-20,new
1419,2437,2,2026-01-21,contacted
1420,612,1,2026-03-29,qualified
1421,3661,2,2026-04-01,lost
1422,3712,4,2026-04-12,contacted
1423,577,5,2026-03-20,contacted
1424,2064,2,2026-02-07,contacted
1425,4436,4,2026-02-06,contacted
1426,1181,2,2026-01-30,converted
1427,889,4,2026-03-11,lost
1428,3129,6,2026-03-08,new
1429,1733,2,2026-04-01,lost
1430,2664,2,2026-02-14,lost
1431,818,6,2026-03-31,lost
1432,3278,5,2026-03-03,new
1433,1860,3,2026-04-12,qualified
1434,209,3,2026-03-24,new
1435,294,2,2026-01-14,lost
1436,1120,3,2026-01-19,lost
1437,2214,5,2026-02-15,qualified
1438,1610,4,2026-04-07,contacted
1439,1265,2,2026-03-02,contacted
1440,991,1,2026-04-01,new
1441,4198,2,2026-01-21,converted
1442,1617,1,2026-03-05,contacted
1443,354,1,2026-01-13,new
1444,4558,2,2026-02-09,converted
1445,2023,1,2026-03-18,qualified
1446,3691,1,2026-03-25,lost
1447,2556,3,2026-02-09,new
1448,3049,1,2026-02-21,qualified
1449,1229,1,2026-02-24,contacted
1450,260,2,2026-04-11,lost
1451,1520,2,2026-04-09,new
1452,1778,3,2026-03-15,qualified
1453,4740,1,2026-03-19,lost
1454,1771,4,2026-03-25,qualified
1455,4354,6,2026-03-13,qualified
1456,53,4,2026-01-26,new
1457,3474,3,2026-03-22,new
1458,4684,5,2026-03-25,lost
1459,4412,4,2026-04-07,lost
1460,2410,1,2026-01-10,converted
1461,2788,2,2026-01-30,lost
1462,2345,5,2026-03-20,qualified
1463,1034,2,2026-04-02,converted
1464,1098,1,2026-04-07,new
1465,544,4,2026-01-07,qualified
1466,1047,5,2026-02-25,contacted
1467,1895,1,2026-03-19,new
1468,4377,3,2026-03-05,lost
1469,31,1,2026-03-08,qualified
1470,726,4,2026-03-10,qualified
1471,4962,2,2026-02-25,qualified
1472,4719,2,2026-04-04,qualified
1473,3904,5,2026-03-21,new
1474,1427,3,2026-01-18,lost
1475,2498,4,2026-04-03,qualified
1476,437,2,2026-03-17,lost
1477,2471,2,2026-03-13,contacted
1478,913,4,2026-02-01,contacted
1479,4223,1,2026-03-16,lost
1480,4353,2,2026-01-14,lost
1481,4513,1,2026-03-02,qualified
1482,4444,4,2026-04-14,lost
1483,2288,6,2026-03-11,converted
1484,4598,6,2026-04-04,converted
1485,1239,3,2026-02-23,lost
1486,904,2,2026-01-18,lost
1487,3621,3,2026-01-20,contacted
1488,3232,5,2026-02-27,lost
1489,2860,1,2026-02-16,qualified
1490,508,6,2026-02-15,converted
1491,3222,2,2026-03-26,new
1492,184,6,2026-01-26,qualified
1493,1565,5,2026-03-13,qualified
1494,2705,5,2026-01-23,qualified
1495,322,2,2026-03-11,contacted
1496,3564,1,2026-02-12,qualified
1497,1539,2,2026-03-18,lost
1498,1838,2,2026-01-23,lost
1499,2381,1,2026-01-20,contacted
1500,1913,3,2026-02-27,lost
1501,1841,2,2026-01-29,contacted
1502,2116,4,2026-01-22,new
1503,4438,4,2026-01-27,lost
1504,1147,1,2026-03-30,lost
1505,2487,6,2026-01-15,qualified
1506,45,1,2026-02-12,qualified
1507,2155,3,2026-03-13,contacted
1508,1527,3,2026-01-29,qualified
1509,4856,5,2026-03-08,new
1510,1379,1,2026-04-10,converted
1511,1766,3,2026-02-03,lost
1512,3013,4,2026-02-18,lost
1513,414,1,2026-04-04,qualified
1514,4285,4,2026-03-06,lost
1515,1408,6,2026-04-14,qualified
1516,1659,6,2026-02-24,contacted
1517,802,1,2026-04-12,new
1518,1289,2,2026-01-13,lost
1519,2183,2,2026-03-21,converted
1520,2589,2,2026-01-06,new
1521,2616,2,2026-01-09,contacted
1522,2319,1,2026-03-07,qualified
1523,257,6,2026-03-14,lost
1524,4542,6,2026-02-25,contacted
1525,1730,1,2026-03-31,contacted
1526,1152,2,2026-01-09,lost
1527,4145,2,2026-03-04,qualified
1528,648,2,2026-03-13,new
1529,2909,4,2026-01-13,new
1530,1703,4,2026-04-07,lost
1531,1882,5,2026-01-26,qualified
1532,3769,4,2026-01-31,converted
1533,1316,3,2026-01-14,lost
1534,2270,4,2026-03-25,new
1535,1967,2,2026-03-06,qualified
1536,2466,3,2026-02-24,qualified
1537,3856,3,2026-01-14,new
1538,1351,1,2026-01-10,converted
1539,3297,2,2026-03-07,lost
1540,113,2,2026-01-09,contacted
1541,3134,6,2026-03-15,contacted
1542,264,2,2026-03-08,new
1543,1394,2,2026-03-01,contacted
1544,1879,2,2026-03-04,qualified
1545,1187,4,2026-03-08,qualified
1546,3072,1,2026-04-03,converted
1547,57,6,2026-03-04,new
1548,1310,5,2026-02-24,qualified
1549,696,3,2026-02-23,converted
1550,2953,4,2026-01-08,qualified
1551,1727,1,2026-02-21,new
1552,2092,2,2026-02-05,contacted
1553,3870,5,2026-02-24,contacted
1554,320,1,2026-02-25,converted
1555,4321,2,2026-04-13,converted
1556,683,3,2026-03-19,converted
1557,3842,2,2026-02-07,lost
1558,3214,6,2026-02-09,contacted
1559,2003,1,2026-03-15,converted
1560,4783,5,2026-02-16,converted
1561,4151,3,2026-01-20,contacted
1562,287,4,2026-03-04,contacted
1563,1889,2,2026-02-26,qualified
1564,2338,3,2026-01-23,contacted
1565,2521,5,2026-04-12,new
1566,2278,3,2026-04-03,converted
1567,2128,2,2026-04-09,converted
1568,3500,3,2026-02-14,new
1569,4212,4,2026-03-26,qualified
1570,2084,3,2026-02-20,lost
1571,737,6,2026-04-08,lost
1572,4802,2,2026-02-27,contacted
1573,337,3,2026-02-28,lost
1574,2597,4,2026-04-09,converted
1575,2772,4,2026-01-23,converted
1576,3705,5,2026-03-07,contacted
1577,4405,6,2026-04-13,new
1578,1072,3,2026-04-07,converted
1579,2291,1,2026-03-04,new
1580,1673,1,2026-03-10,lost
1581,4084,4,2026-03-13,new
1582,4251,5,2026-02-01,contacted
1583,4114,2,2026-01-22,qualified
1584,4409,1,2026-01-30,new
1585,3367,1,2026-01-23,converted
1586,1489,5,2026-02-28,new
1587,499,2,2026-03-02,converted
1588,4383,2,2026-01-10,converted
1589,3480,3,2026-01-05,contacted
1590,2582,5,2026-01-12,lost
1591,3124,4,2026-04-11,contacted
1592,2922,4,2026-02-24,lost
1593,4378,1,2026-03-30,qualified
1594,2645,3,2026-04-02,contacted
1595,4287,4,2026-01-29,qualified
1596,4041,6,2026-02-20,lost
1597,2035,1,2026-02-28,converted
1598,1023,1,2026-03-09,new
1599,2283,1,2026-03-28,qualified
1600,4887,2,2026-04-07,contacted
1601,4220,5,2026-01-14,lost
1602,3064,1,2026-03-01,new
