lesson_id,user_id,course_id,lesson_date,lesson_type,attendance_status
670,416,4,2026-06-30,webinar,attended
671,2174,1,2026-02-13,webinar,attended
672,2174,1,2026-02-20,homework_review,attended
673,2174,1,2026-02-27,practice,attended
674,2174,1,2026-03-06,webinar,attended
675,2174,1,2026-03-13,consultation,attended
676,2174,1,2026-03-20,homework_review,attended
677,2174,1,2026-03-27,webinar,attended
678,2174,1,2026-04-03,practice,missed
679,747,5,2026-03-06,homework_review,attended
680,747,5,2026-03-13,webinar,attended
681,747,5,2026-03-20,homework_review,attended
682,747,5,2026-03-27,practice,attended
683,747,5,2026-04-03,practice,attended
684,747,5,2026-04-10,practice,missed
685,747,5,2026-04-17,webinar,attended
686,372,6,2026-03-31,consultation,attended
687,372,6,2026-04-07,homework_review,attended
688,372,6,2026-04-14,webinar,missed
689,372,6,2026-04-21,webinar,attended
690,372,6,2026-04-28,webinar,attended
691,372,6,2026-05-05,webinar,attended
692,372,6,2026-05-12,consultation,attended
693,372,6,2026-05-19,practice,attended
694,239,1,2026-02-11,homework_review,attended
695,239,1,2026-02-18,consultation,attended
696,239,1,2026-02-25,webinar,attended
697,239,1,2026-03-04,webinar,attended
698,239,1,2026-03-11,webinar,missed
699,239,1,2026-03-18,webinar,attended
700,239,1,2026-03-25,practice,attended
701,239,1,2026-04-01,webinar,attended
702,2750,6,2026-03-25,webinar,attended
703,2750,6,2026-04-01,practice,attended
704,2750,6,2026-04-08,homework_review,missed
705,2750,6,2026-04-15,practice,missed
706,2750,6,2026-04-22,webinar,attended
707,2750,6,2026-04-29,webinar,attended
708,2750,6,2026-05-06,practice,missed
709,2750,6,2026-05-13,webinar,attended
710,4193,6,2026-02-28,practice,missed
711,4193,6,2026-03-07,webinar,attended
712,4193,6,2026-03-14,webinar,attended
713,4193,6,2026-03-21,consultation,cancelled
714,4193,6,2026-03-28,webinar,cancelled
715,4193,6,2026-04-04,practice,missed
716,4193,6,2026-04-11,practice,attended
717,4193,6,2026-04-18,practice,attended
718,3709,1,2026-04-12,webinar,attended
719,3709,1,2026-04-19,webinar,attended
720,3709,1,2026-04-26,webinar,attended
721,3709,1,2026-05-03,consultation,attended
722,3709,1,2026-05-10,practice,attended
723,3709,1,2026-05-17,homework_review,attended
724,3709,1,2026-05-24,practice,missed
725,3709,1,2026-05-31,homework_review,attended
726,4191,5,2026-01-20,practice,attended
727,4191,5,2026-01-27,homework_review,attended
728,4191,5,2026-02-03,webinar,missed
729,4191,5,2026-02-10,practice,attended
730,4191,5,2026-02-17,webinar,attended
731,4191,5,2026-02-24,webinar,attended
732,4191,5,2026-03-03,webinar,attended
733,752,2,2026-03-21,consultation,attended
734,752,2,2026-03-28,consultation,attended
735,752,2,2026-04-04,homework_review,missed
736,752,2,2026-04-11,practice,attended
737,752,2,2026-04-18,homework_review,attended
738,752,2,2026-04-25,webinar,attended
739,1048,4,2026-01-06,homework_review,attended
740,1048,4,2026-01-13,homework_review,attended
741,1048,4,2026-01-20,homework_review,attended
742,1048,4,2026-01-27,practice,attended
743,1048,4,2026-02-03,webinar,attended
744,1048,4,2026-02-10,webinar,attended
745,1048,4,2026-02-17,webinar,attended
746,1048,4,2026-02-24,webinar,attended
747,1048,4,2026-03-03,webinar,attended
748,1048,4,2026-03-10,practice,attended
749,1048,4,2026-03-17,practice,attended
750,1048,4,2026-03-24,webinar,missed
751,52,6,2026-03-26,practice,attended
752,52,6,2026-04-02,webinar,attended
753,52,6,2026-04-09,webinar,attended
754,52,6,2026-04-16,practice,attended
755,52,6,2026-04-23,practice,attended
756,52,6,2026-04-30,homework_review,attended
757,52,6,2026-05-07,consultation,attended
758,52,6,2026-05-14,webinar,attended
759,444,1,2026-02-27,practice,missed
760,444,1,2026-03-06,webinar,missed
761,444,1,2026-03-13,webinar,missed
762,444,1,2026-03-20,webinar,attended
763,444,1,2026-03-27,practice,attended
764,444,1,2026-04-03,webinar,attended
765,444,1,2026-04-10,homework_review,attended
766,444,1,2026-04-17,webinar,attended
767,1433,2,2026-02-03,practice,attended
768,1433,2,2026-02-10,webinar,attended
769,1433,2,2026-02-17,webinar,attended
770,1433,2,2026-02-24,webinar,attended
771,1433,2,2026-03-03,practice,attended
772,1433,2,2026-03-10,practice,attended
773,3096,3,2026-03-01,consultation,attended
774,3096,3,2026-03-08,homework_review,attended
775,3096,3,2026-03-15,webinar,attended
776,3096,3,2026-03-22,consultation,attended
777,3096,3,2026-03-29,homework_review,missed
778,3096,3,2026-04-05,webinar,attended
779,3096,3,2026-04-12,practice,attended
780,3096,3,2026-04-19,homework_review,missed
781,3096,3,2026-04-26,webinar,attended
782,3096,3,2026-05-03,homework_review,attended
783,645,5,2026-03-31,homework_review,attended
784,645,5,2026-04-07,practice,attended
785,645,5,2026-04-14,practice,attended
786,645,5,2026-04-21,practice,attended
787,645,5,2026-04-28,practice,missed
788,645,5,2026-05-05,webinar,attended
789,645,5,2026-05-12,webinar,attended
790,4335,1,2026-02-16,practice,attended
791,4335,1,2026-02-23,webinar,attended
792,4335,1,2026-03-02,practice,attended
793,4335,1,2026-03-09,consultation,attended
794,4335,1,2026-03-16,practice,attended
795,4335,1,2026-03-23,webinar,attended
796,4335,1,2026-03-30,practice,cancelled
797,4335,1,2026-04-06,webinar,attended
798,4774,3,2026-03-25,practice,attended
799,4774,3,2026-04-01,webinar,attended
800,4774,3,2026-04-08,webinar,missed
801,4774,3,2026-04-15,webinar,attended
802,4774,3,2026-04-22,webinar,attended
803,4774,3,2026-04-29,webinar,attended
804,4774,3,2026-05-06,webinar,missed
805,4774,3,2026-05-13,webinar,attended
806,4774,3,2026-05-20,homework_review,attended
807,4774,3,2026-05-27,practice,attended
808,4862,6,2026-01-27,webinar,attended
809,4862,6,2026-02-03,consultation,attended
810,4862,6,2026-02-10,practice,attended
811,4862,6,2026-02-17,practice,attended
812,4862,6,2026-02-24,practice,cancelled
813,4862,6,2026-03-03,webinar,attended
814,4862,6,2026-03-10,webinar,attended
815,4862,6,2026-03-17,webinar,attended
816,2711,1,2026-04-15,homework_review,attended
817,2711,1,2026-04-22,practice,missed
818,2711,1,2026-04-29,homework_review,attended
819,2711,1,2026-05-06,webinar,attended
820,2711,1,2026-05-13,consultation,missed
821,2711,1,2026-05-20,practice,missed
822,2711,1,2026-05-27,practice,attended
823,2711,1,2026-06-03,webinar,attended
824,2655,6,2026-02-19,webinar,missed
825,2655,6,2026-02-26,homework_review,attended
826,2655,6,2026-03-05,webinar,attended
827,2655,6,2026-03-12,webinar,attended
828,2655,6,2026-03-19,webinar,missed
829,2655,6,2026-03-26,practice,attended
830,2655,6,2026-04-02,webinar,attended
831,2655,6,2026-04-09,practice,attended
832,603,2,2026-03-04,homework_review,attended
833,603,2,2026-03-11,consultation,missed
834,603,2,2026-03-18,webinar,missed
835,603,2,2026-03-25,webinar,missed
836,603,2,2026-04-01,webinar,missed
837,603,2,2026-04-08,homework_review,missed
838,4842,2,2026-03-15,homework_review,attended
839,4842,2,2026-03-22,webinar,attended
840,4842,2,2026-03-29,webinar,attended
841,4842,2,2026-04-05,webinar,cancelled
842,4842,2,2026-04-12,practice,missed
843,4842,2,2026-04-19,webinar,missed
844,4999,3,2026-03-07,homework_review,attended
845,4999,3,2026-03-14,practice,attended
846,4999,3,2026-03-21,webinar,attended
847,4999,3,2026-03-28,webinar,attended
848,4999,3,2026-04-04,webinar,attended
849,4999,3,2026-04-11,webinar,attended
850,4999,3,2026-04-18,consultation,attended
851,4999,3,2026-04-25,consultation,attended
852,4999,3,2026-05-02,webinar,attended
853,4999,3,2026-05-09,webinar,attended
854,4827,1,2026-04-05,practice,attended
855,4827,1,2026-04-12,practice,attended
856,4827,1,2026-04-19,webinar,attended
857,4827,1,2026-04-26,homework_review,attended
858,4827,1,2026-05-03,webinar,cancelled
859,4827,1,2026-05-10,webinar,attended
860,4827,1,2026-05-17,consultation,attended
861,4827,1,2026-05-24,webinar,attended
862,2537,4,2026-02-27,webinar,attended
863,2537,4,2026-03-06,practice,attended
864,2537,4,2026-03-13,practice,cancelled
865,2537,4,2026-03-20,homework_review,attended
866,2537,4,2026-03-27,webinar,attended
867,2537,4,2026-04-03,practice,attended
868,2537,4,2026-04-10,webinar,missed
869,2537,4,2026-04-17,webinar,attended
870,2537,4,2026-04-24,webinar,attended
871,2537,4,2026-05-01,homework_review,attended
872,2537,4,2026-05-08,homework_review,attended
873,2537,4,2026-05-15,webinar,attended
874,4204,4,2026-03-24,webinar,attended
875,4204,4,2026-03-31,homework_review,attended
876,4204,4,2026-04-07,practice,attended
877,4204,4,2026-04-14,webinar,attended
878,4204,4,2026-04-21,consultation,missed
879,4204,4,2026-04-28,consultation,attended
880,4204,4,2026-05-05,webinar,attended
881,4204,4,2026-05-12,practice,missed
882,4204,4,2026-05-19,webinar,attended
883,4204,4,2026-05-26,webinar,attended
884,4204,4,2026-06-02,practice,attended
885,4204,4,2026-06-09,webinar,attended
886,3820,4,2026-03-21,practice,missed
887,3820,4,2026-03-28,homework_review,cancelled
888,3820,4,2026-04-04,homework_review,attended
889,3820,4,2026-04-11,practice,attended
890,3820,4,2026-04-18,webinar,missed
891,3820,4,2026-04-25,webinar,missed
892,3820,4,2026-05-02,practice,attended
893,3820,4,2026-05-09,practice,missed
894,3820,4,2026-05-16,practice,attended
895,3820,4,2026-05-23,webinar,attended
896,3820,4,2026-05-30,webinar,attended
897,3820,4,2026-06-06,practice,attended
898,2958,4,2026-01-29,webinar,attended
899,2958,4,2026-02-05,practice,attended
900,2958,4,2026-02-12,webinar,attended
901,2958,4,2026-02-19,consultation,attended
902,2958,4,2026-02-26,webinar,attended
903,2958,4,2026-03-05,webinar,attended
904,2958,4,2026-03-12,practice,attended
905,2958,4,2026-03-19,webinar,attended
906,2958,4,2026-03-26,practice,attended
907,2958,4,2026-04-02,webinar,attended
908,2958,4,2026-04-09,webinar,cancelled
909,2958,4,2026-04-16,webinar,attended
910,4894,2,2026-03-29,practice,attended
911,4894,2,2026-04-05,webinar,attended
912,4894,2,2026-04-12,practice,attended
913,4894,2,2026-04-19,practice,attended
914,4894,2,2026-04-26,webinar,cancelled
915,4894,2,2026-05-03,homework_review,attended
916,1593,4,2026-04-20,consultation,attended
917,1593,4,2026-04-27,practice,attended
918,1593,4,2026-05-04,homework_review,attended
919,1593,4,2026-05-11,webinar,attended
920,1593,4,2026-05-18,homework_review,attended
921,1593,4,2026-05-25,webinar,attended
922,1593,4,2026-06-01,webinar,attended
923,1593,4,2026-06-08,homework_review,attended
924,1593,4,2026-06-15,webinar,attended
925,1593,4,2026-06-22,homework_review,attended
926,1593,4,2026-06-29,webinar,missed
927,1593,4,2026-07-06,homework_review,missed
928,4943,1,2026-02-16,homework_review,attended
929,4943,1,2026-02-23,homework_review,attended
930,4943,1,2026-03-02,homework_review,attended
931,4943,1,2026-03-09,homework_review,attended
932,4943,1,2026-03-16,webinar,attended
933,4943,1,2026-03-23,consultation,missed
934,4943,1,2026-03-30,webinar,attended
935,4943,1,2026-04-06,webinar,attended
936,4560,1,2026-02-18,homework_review,attended
937,4560,1,2026-02-25,practice,missed
938,4560,1,2026-03-04,practice,attended
939,4560,1,2026-03-11,practice,attended
940,4560,1,2026-03-18,webinar,attended
941,4560,1,2026-03-25,practice,missed
942,4560,1,2026-04-01,practice,attended
943,4560,1,2026-04-08,webinar,attended
944,2686,2,2026-03-17,webinar,attended
945,2686,2,2026-03-24,practice,cancelled
946,2686,2,2026-03-31,webinar,attended
947,2686,2,2026-04-07,homework_review,attended
948,2686,2,2026-04-14,practice,attended
949,2686,2,2026-04-21,practice,attended
950,1490,2,2026-02-06,webinar,missed
951,1490,2,2026-02-13,practice,attended
952,1490,2,2026-02-20,homework_review,attended
953,1490,2,2026-02-27,practice,attended
954,1490,2,2026-03-06,consultation,attended
955,1490,2,2026-03-13,webinar,attended
956,4899,1,2026-01-26,webinar,missed
957,4899,1,2026-02-02,consultation,attended
958,4899,1,2026-02-09,webinar,attended
959,4899,1,2026-02-16,homework_review,attended
960,4899,1,2026-02-23,webinar,attended
961,4899,1,2026-03-02,practice,attended
962,4899,1,2026-03-09,practice,attended
963,4899,1,2026-03-16,homework_review,attended
964,3394,1,2026-04-15,practice,attended
965,3394,1,2026-04-22,practice,attended
966,3394,1,2026-04-29,practice,attended
967,3394,1,2026-05-06,practice,attended
968,3394,1,2026-05-13,practice,missed
969,3394,1,2026-05-20,webinar,missed
970,3394,1,2026-05-27,practice,attended
971,3394,1,2026-06-03,webinar,attended
972,4507,4,2026-03-24,homework_review,attended
973,4507,4,2026-03-31,homework_review,attended
974,4507,4,2026-04-07,webinar,attended
975,4507,4,2026-04-14,webinar,attended
976,4507,4,2026-04-21,webinar,attended
977,4507,4,2026-04-28,practice,attended
978,4507,4,2026-05-05,consultation,missed
979,4507,4,2026-05-12,practice,attended
980,4507,4,2026-05-19,practice,missed
981,4507,4,2026-05-26,webinar,attended
982,4507,4,2026-06-02,homework_review,attended
983,4507,4,2026-06-09,practice,attended
984,3289,1,2026-03-28,webinar,attended
985,3289,1,2026-04-04,webinar,attended
986,3289,1,2026-04-11,webinar,missed
987,3289,1,2026-04-18,webinar,attended
988,3289,1,2026-04-25,webinar,missed
989,3289,1,2026-05-02,webinar,attended
990,3289,1,2026-05-09,homework_review,missed
991,3289,1,2026-05-16,webinar,missed
992,2526,5,2026-03-09,practice,attended
993,2526,5,2026-03-16,webinar,attended
994,2526,5,2026-03-23,practice,attended
995,2526,5,2026-03-30,webinar,attended
996,2526,5,2026-04-06,homework_review,attended
997,2526,5,2026-04-13,practice,attended
998,2526,5,2026-04-20,homework_review,attended
999,3689,3,2026-03-06,consultation,attended
1000,3689,3,2026-03-13,webinar,attended
1001,3689,3,2026-03-20,webinar,attended
1002,3689,3,2026-03-27,homework_review,attended
1003,3689,3,2026-04-03,webinar,attended
1004,3689,3,2026-04-10,webinar,attended
1005,3689,3,2026-04-17,webinar,attended
1006,3689,3,2026-04-24,webinar,attended
1007,3689,3,2026-05-01,homework_review,attended
1008,3689,3,2026-05-08,practice,attended
1009,2998,4,2026-02-11,webinar,missed
1010,2998,4,2026-02-18,webinar,attended
1011,2998,4,2026-02-25,consultation,attended
1012,2998,4,2026-03-04,homework_review,attended
1013,2998,4,2026-03-11,webinar,attended
1014,2998,4,2026-03-18,practice,cancelled
1015,2998,4,2026-03-25,webinar,attended
1016,2998,4,2026-04-01,webinar,attended
1017,2998,4,2026-04-08,practice,cancelled
1018,2998,4,2026-04-15,practice,attended
1019,2998,4,2026-04-22,webinar,attended
1020,2998,4,2026-04-29,webinar,attended
1021,3479,3,2026-03-22,homework_review,attended
1022,3479,3,2026-03-29,practice,attended
1023,3479,3,2026-04-05,homework_review,attended
1024,3479,3,2026-04-12,webinar,attended
1025,3479,3,2026-04-19,practice,attended
1026,3479,3,2026-04-26,practice,attended
1027,3479,3,2026-05-03,webinar,missed
1028,3479,3,2026-05-10,homework_review,attended
1029,3479,3,2026-05-17,practice,attended
1030,3479,3,2026-05-24,practice,attended
1031,3086,4,2026-02-26,webinar,attended
1032,3086,4,2026-03-05,homework_review,attended
1033,3086,4,2026-03-12,webinar,missed
1034,3086,4,2026-03-19,webinar,attended
1035,3086,4,2026-03-26,webinar,attended
1036,3086,4,2026-04-02,homework_review,attended
1037,3086,4,2026-04-09,webinar,missed
1038,3086,4,2026-04-16,homework_review,missed
1039,3086,4,2026-04-23,webinar,attended
1040,3086,4,2026-04-30,consultation,attended
1041,3086,4,2026-05-07,webinar,attended
1042,3086,4,2026-05-14,practice,missed
1043,1019,5,2026-01-26,practice,attended
1044,1019,5,2026-02-02,webinar,attended
1045,1019,5,2026-02-09,homework_review,attended
1046,1019,5,2026-02-16,homework_review,cancelled
1047,1019,5,2026-02-23,webinar,attended
1048,1019,5,2026-03-02,webinar,missed
1049,1019,5,2026-03-09,practice,attended
1050,4933,1,2026-02-27,homework_review,attended
1051,4933,1,2026-03-06,homework_review,attended
1052,4933,1,2026-03-13,webinar,attended
1053,4933,1,2026-03-20,homework_review,attended
1054,4933,1,2026-03-27,homework_review,missed
1055,4933,1,2026-04-03,webinar,cancelled
1056,4933,1,2026-04-10,webinar,attended
1057,4933,1,2026-04-17,webinar,missed
1058,3193,1,2026-03-17,practice,attended
1059,3193,1,2026-03-24,webinar,attended
1060,3193,1,2026-03-31,webinar,missed
1061,3193,1,2026-04-07,homework_review,attended
1062,3193,1,2026-04-14,consultation,attended
1063,3193,1,2026-04-21,consultation,attended
1064,3193,1,2026-04-28,practice,attended
1065,3193,1,2026-05-05,homework_review,attended
1066,3393,6,2026-01-13,webinar,attended
1067,3393,6,2026-01-20,practice,attended
1068,3393,6,2026-01-27,practice,missed
1069,3393,6,2026-02-03,webinar,attended
1070,3393,6,2026-02-10,webinar,missed
1071,3393,6,2026-02-17,homework_review,attended
1072,3393,6,2026-02-24,practice,attended
1073,3393,6,2026-03-03,practice,missed
1074,4441,2,2026-04-13,practice,attended
1075,4441,2,2026-04-20,practice,missed
1076,4441,2,2026-04-27,webinar,attended
1077,4441,2,2026-05-04,practice,missed
1078,4441,2,2026-05-11,webinar,attended
1079,4441,2,2026-05-18,webinar,attended
1080,1331,6,2026-02-04,practice,attended
1081,1331,6,2026-02-11,practice,attended
1082,1331,6,2026-02-18,webinar,missed
1083,1331,6,2026-02-25,practice,cancelled
1084,1331,6,2026-03-04,practice,attended
1085,1331,6,2026-03-11,practice,attended
1086,1331,6,2026-03-18,practice,attended
1087,1331,6,2026-03-25,webinar,missed
1088,3502,5,2026-02-19,webinar,missed
1089,3502,5,2026-02-26,webinar,attended
1090,3502,5,2026-03-05,practice,attended
1091,3502,5,2026-03-12,webinar,attended
1092,3502,5,2026-03-19,webinar,attended
1093,3502,5,2026-03-26,practice,missed
1094,3502,5,2026-04-02,homework_review,attended
1095,97,5,2026-03-06,homework_review,attended
1096,97,5,2026-03-13,webinar,missed
1097,97,5,2026-03-20,practice,attended
1098,97,5,2026-03-27,webinar,attended
1099,97,5,2026-04-03,practice,missed
1100,97,5,2026-04-10,practice,attended
1101,97,5,2026-04-17,consultation,attended
1102,1695,5,2026-03-17,webinar,attended
1103,1695,5,2026-03-24,practice,missed
1104,1695,5,2026-03-31,webinar,missed
1105,1695,5,2026-04-07,webinar,missed
1106,1695,5,2026-04-14,homework_review,missed
1107,1695,5,2026-04-21,webinar,cancelled
1108,1695,5,2026-04-28,practice,attended
1109,2060,2,2026-01-23,homework_review,attended
1110,2060,2,2026-01-30,homework_review,attended
1111,2060,2,2026-02-06,practice,attended
1112,2060,2,2026-02-13,webinar,attended
1113,2060,2,2026-02-20,webinar,attended
1114,2060,2,2026-02-27,webinar,attended
1115,451,1,2026-02-02,webinar,attended
1116,451,1,2026-02-09,practice,attended
1117,451,1,2026-02-16,homework_review,missed
1118,451,1,2026-02-23,practice,attended
1119,451,1,2026-03-02,homework_review,attended
1120,451,1,2026-03-09,webinar,attended
1121,451,1,2026-03-16,homework_review,attended
1122,451,1,2026-03-23,practice,cancelled
1123,1500,3,2026-02-28,homework_review,attended
1124,1500,3,2026-03-07,webinar,missed
1125,1500,3,2026-03-14,practice,attended
1126,1500,3,2026-03-21,webinar,missed
1127,1500,3,2026-03-28,practice,missed
1128,1500,3,2026-04-04,homework_review,attended
1129,1500,3,2026-04-11,practice,attended
1130,1500,3,2026-04-18,webinar,attended
1131,1500,3,2026-04-25,homework_review,attended
1132,1500,3,2026-05-02,homework_review,attended
1133,240,3,2026-03-20,practice,attended
1134,240,3,2026-03-27,practice,attended
1135,240,3,2026-04-03,webinar,attended
1136,240,3,2026-04-10,webinar,attended
1137,240,3,2026-04-17,practice,attended
1138,240,3,2026-04-24,consultation,attended
1139,240,3,2026-05-01,practice,attended
1140,240,3,2026-05-08,practice,attended
1141,240,3,2026-05-15,webinar,attended
1142,240,3,2026-05-22,practice,attended
1143,1269,6,2026-04-04,webinar,attended
1144,1269,6,2026-04-11,consultation,attended
1145,1269,6,2026-04-18,practice,attended
1146,1269,6,2026-04-25,practice,attended
1147,1269,6,2026-05-02,webinar,attended
1148,1269,6,2026-05-09,webinar,attended
1149,1269,6,2026-05-16,webinar,attended
1150,1269,6,2026-05-23,webinar,attended
1151,1744,1,2026-04-17,homework_review,attended
1152,1744,1,2026-04-24,practice,attended
1153,1744,1,2026-05-01,homework_review,attended
1154,1744,1,2026-05-08,webinar,attended
1155,1744,1,2026-05-15,webinar,attended
1156,1744,1,2026-05-22,practice,missed
1157,1744,1,2026-05-29,practice,attended
1158,1744,1,2026-06-05,consultation,attended
1159,4620,1,2026-04-17,webinar,attended
1160,4620,1,2026-04-24,webinar,attended
1161,4620,1,2026-05-01,homework_review,attended
1162,4620,1,2026-05-08,practice,attended
1163,4620,1,2026-05-15,homework_review,cancelled
1164,4620,1,2026-05-22,homework_review,attended
1165,4620,1,2026-05-29,practice,attended
1166,4620,1,2026-06-05,webinar,attended
1167,192,3,2026-04-08,practice,attended
1168,192,3,2026-04-15,webinar,attended
1169,192,3,2026-04-22,practice,attended
1170,192,3,2026-04-29,webinar,attended
1171,192,3,2026-05-06,homework_review,attended
1172,192,3,2026-05-13,webinar,attended
1173,192,3,2026-05-20,homework_review,attended
1174,192,3,2026-05-27,practice,attended
1175,192,3,2026-06-03,practice,attended
1176,192,3,2026-06-10,practice,missed
1177,2265,1,2026-03-06,practice,missed
1178,2265,1,2026-03-13,practice,attended
1179,2265,1,2026-03-20,homework_review,attended
1180,2265,1,2026-03-27,practice,attended
1181,2265,1,2026-04-03,webinar,attended
1182,2265,1,2026-04-10,webinar,attended
1183,2265,1,2026-04-17,practice,attended
1184,2265,1,2026-04-24,webinar,attended
1185,2474,2,2026-03-15,webinar,attended
1186,2474,2,2026-03-22,practice,missed
1187,2474,2,2026-03-29,practice,attended
1188,2474,2,2026-04-05,practice,attended
1189,2474,2,2026-04-12,webinar,missed
1190,2474,2,2026-04-19,webinar,missed
1191,1221,3,2026-01-24,homework_review,missed
1192,1221,3,2026-01-31,homework_review,attended
1193,1221,3,2026-02-07,webinar,attended
1194,1221,3,2026-02-14,webinar,attended
1195,1221,3,2026-02-21,practice,attended
1196,1221,3,2026-02-28,webinar,attended
1197,1221,3,2026-03-07,webinar,attended
1198,1221,3,2026-03-14,homework_review,attended
1199,1221,3,2026-03-21,webinar,attended
1200,1221,3,2026-03-28,practice,attended
1201,1470,4,2026-04-10,webinar,attended
1202,1470,4,2026-04-17,webinar,attended
1203,1470,4,2026-04-24,practice,attended
1204,1470,4,2026-05-01,webinar,attended
1205,1470,4,2026-05-08,consultation,attended
1206,1470,4,2026-05-15,practice,attended
1207,1470,4,2026-05-22,practice,attended
1208,1470,4,2026-05-29,practice,cancelled
1209,1470,4,2026-06-05,webinar,attended
1210,1470,4,2026-06-12,webinar,attended
1211,1470,4,2026-06-19,webinar,attended
1212,1470,4,2026-06-26,homework_review,attended
1213,1567,2,2026-01-29,webinar,missed
1214,1567,2,2026-02-05,webinar,cancelled
1215,1567,2,2026-02-12,webinar,missed
1216,1567,2,2026-02-19,practice,missed
1217,1567,2,2026-02-26,consultation,attended
1218,1567,2,2026-03-05,consultation,attended
1219,1130,4,2026-01-10,webinar,attended
1220,1130,4,2026-01-17,practice,attended
1221,1130,4,2026-01-24,practice,attended
1222,1130,4,2026-01-31,homework_review,missed
1223,1130,4,2026-02-07,webinar,attended
1224,1130,4,2026-02-14,webinar,attended
1225,1130,4,2026-02-21,webinar,attended
1226,1130,4,2026-02-28,webinar,cancelled
1227,1130,4,2026-03-07,practice,attended
1228,1130,4,2026-03-14,practice,attended
1229,1130,4,2026-03-21,webinar,attended
1230,1130,4,2026-03-28,practice,attended
1231,1062,5,2026-02-12,consultation,missed
1232,1062,5,2026-02-19,practice,attended
1233,1062,5,2026-02-26,practice,attended
1234,1062,5,2026-03-05,webinar,attended
1235,1062,5,2026-03-12,practice,attended
1236,1062,5,2026-03-19,webinar,cancelled
1237,1062,5,2026-03-26,homework_review,attended
1238,681,6,2026-01-23,practice,missed
1239,681,6,2026-01-30,webinar,missed
1240,681,6,2026-02-06,webinar,missed
1241,681,6,2026-02-13,webinar,missed
1242,681,6,2026-02-20,homework_review,attended
1243,681,6,2026-02-27,practice,cancelled
1244,681,6,2026-03-06,practice,missed
1245,681,6,2026-03-13,practice,attended
1246,2496,2,2026-02-15,webinar,attended
1247,2496,2,2026-02-22,homework_review,attended
1248,2496,2,2026-03-01,practice,attended
1249,2496,2,2026-03-08,practice,missed
1250,2496,2,2026-03-15,consultation,attended
1251,2496,2,2026-03-22,homework_review,attended
1252,4276,4,2026-01-12,practice,cancelled
1253,4276,4,2026-01-19,webinar,attended
1254,4276,4,2026-01-26,homework_review,attended
1255,4276,4,2026-02-02,homework_review,missed
1256,4276,4,2026-02-09,webinar,missed
1257,4276,4,2026-02-16,webinar,attended
1258,4276,4,2026-02-23,practice,missed
1259,4276,4,2026-03-02,webinar,attended
1260,4276,4,2026-03-09,practice,attended
1261,4276,4,2026-03-16,practice,attended
1262,4276,4,2026-03-23,webinar,attended
1263,4276,4,2026-03-30,homework_review,attended
1264,4764,1,2026-01-10,webinar,cancelled
1265,4764,1,2026-01-17,webinar,cancelled
1266,4764,1,2026-01-24,practice,missed
1267,4764,1,2026-01-31,webinar,attended
1268,4764,1,2026-02-07,practice,missed
1269,4764,1,2026-02-14,practice,attended
1270,4764,1,2026-02-21,homework_review,attended
1271,4764,1,2026-02-28,practice,attended
1272,2901,4,2026-02-02,homework_review,attended
1273,2901,4,2026-02-09,webinar,attended
1274,2901,4,2026-02-16,webinar,attended
1275,2901,4,2026-02-23,webinar,attended
1276,2901,4,2026-03-02,webinar,attended
1277,2901,4,2026-03-09,homework_review,missed
1278,2901,4,2026-03-16,webinar,cancelled
1279,2901,4,2026-03-23,practice,attended
1280,2901,4,2026-03-30,webinar,attended
1281,2901,4,2026-04-06,homework_review,attended
1282,2901,4,2026-04-13,webinar,attended
1283,2901,4,2026-04-20,webinar,attended
1284,315,5,2026-02-15,webinar,attended
1285,315,5,2026-02-22,homework_review,missed
1286,315,5,2026-03-01,webinar,missed
1287,315,5,2026-03-08,webinar,attended
1288,315,5,2026-03-15,webinar,attended
1289,315,5,2026-03-22,consultation,attended
1290,315,5,2026-03-29,webinar,attended
1291,114,3,2026-01-25,webinar,missed
1292,114,3,2026-02-01,practice,attended
1293,114,3,2026-02-08,practice,attended
1294,114,3,2026-02-15,webinar,attended
1295,114,3,2026-02-22,webinar,attended
1296,114,3,2026-03-01,homework_review,missed
1297,114,3,2026-03-08,practice,attended
1298,114,3,2026-03-15,webinar,attended
1299,114,3,2026-03-22,webinar,attended
1300,114,3,2026-03-29,webinar,attended
1301,5000,4,2026-02-09,practice,attended
1302,5000,4,2026-02-16,practice,attended
1303,5000,4,2026-02-23,webinar,attended
1304,5000,4,2026-03-02,webinar,attended
1305,5000,4,2026-03-09,practice,attended
1306,5000,4,2026-03-16,homework_review,attended
1307,5000,4,2026-03-23,webinar,attended
1308,5000,4,2026-03-30,webinar,attended
1309,5000,4,2026-04-06,webinar,attended
1310,5000,4,2026-04-13,homework_review,attended
1311,5000,4,2026-04-20,homework_review,missed
1312,5000,4,2026-04-27,webinar,missed
1313,3272,3,2026-02-11,webinar,cancelled
1314,3272,3,2026-02-18,webinar,attended
1315,3272,3,2026-02-25,practice,attended
1316,3272,3,2026-03-04,practice,attended
1317,3272,3,2026-03-11,webinar,attended
1318,3272,3,2026-03-18,practice,attended
1319,3272,3,2026-03-25,consultation,attended
1320,3272,3,2026-04-01,consultation,attended
1321,3272,3,2026-04-08,webinar,attended
1322,3272,3,2026-04-15,homework_review,attended
1323,74,5,2026-03-19,webinar,attended
1324,74,5,2026-03-26,consultation,attended
1325,74,5,2026-04-02,webinar,attended
